csp,service,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,python_call,http_path,produced_fields,fields_types,fields_operators,resource_type,resource_id_field,resource_id_param,rule_count,check_rule_yaml,is_active,updated_at
aws,access-analyzer,aws.access-analyzer.get_access_preview,read_get,No,aws.access-analyzer.get_access_preview,aws.access-analyzer.get_access_preview,2,1,aws.access-analyzer.get_access_preview,client.get_access_preview(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.get_analyzed_resource,read_get,No,aws.access-analyzer.get_analyzed_resource,aws.access-analyzer.get_analyzed_resource,2,1,aws.access-analyzer.get_analyzed_resource,client.get_analyzed_resource(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.get_analyzer,read_get,No,aws.access-analyzer.get_analyzer,aws.access-analyzer.get_analyzer,2,1,aws.access-analyzer.get_analyzer,client.get_analyzer(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.get_archive_rule,read_get,No,aws.access-analyzer.get_archive_rule,aws.access-analyzer.get_archive_rule,2,1,aws.access-analyzer.get_archive_rule,client.get_archive_rule(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.get_finding,read_get,No,aws.access-analyzer.get_finding,aws.access-analyzer.get_finding,2,1,aws.access-analyzer.get_finding,client.get_finding(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.get_finding_recommendation,read_get,No,aws.access-analyzer.get_finding_recommendation,aws.access-analyzer.get_finding_recommendation,2,1,aws.access-analyzer.get_finding_recommendation,client.get_finding_recommendation(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.get_finding_v2,read_get,No,aws.access-analyzer.get_finding_v2,aws.access-analyzer.get_finding_v2,2,1,aws.access-analyzer.get_finding_v2,client.get_finding_v2(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.get_findings_statistics,read_get,No,aws.access-analyzer.get_findings_statistics,aws.access-analyzer.get_findings_statistics,2,1,aws.access-analyzer.get_findings_statistics,client.get_findings_statistics(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.get_generated_policy,read_get,No,aws.access-analyzer.get_generated_policy,aws.access-analyzer.get_generated_policy,2,1,aws.access-analyzer.get_generated_policy,client.get_generated_policy(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.list_access_preview_findings,read_list,No,aws.access-analyzer.list_access_preview_findings,aws.access-analyzer.list_access_preview_findings,2,1,aws.access-analyzer.list_access_preview_findings,client.list_access_preview_findings(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.list_access_previews,read_list,No,aws.access-analyzer.list_access_previews,aws.access-analyzer.list_access_previews,2,1,aws.access-analyzer.list_access_previews,client.list_access_previews(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.list_analyzed_resources,read_list,No,aws.access-analyzer.list_analyzed_resources,aws.access-analyzer.list_analyzed_resources,2,1,aws.access-analyzer.list_analyzed_resources,client.list_analyzed_resources(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.list_analyzers,read_list,Yes,aws.access-analyzer.list_analyzers,aws.access-analyzer.list_analyzers,1,0,aws.access-analyzer.list_analyzers,client.list_analyzers(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.list_archive_rules,read_list,No,aws.access-analyzer.list_archive_rules,aws.access-analyzer.list_archive_rules,2,1,aws.access-analyzer.list_archive_rules,client.list_archive_rules(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.list_findings,read_list,No,aws.access-analyzer.list_findings,aws.access-analyzer.list_findings,2,1,aws.access-analyzer.list_findings,client.list_findings(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.list_findings_v2,read_list,No,aws.access-analyzer.list_findings_v2,aws.access-analyzer.list_findings_v2,2,1,aws.access-analyzer.list_findings_v2,client.list_findings_v2(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.list_policy_generations,read_list,Yes,aws.access-analyzer.list_policy_generations,aws.access-analyzer.list_policy_generations,1,0,aws.access-analyzer.list_policy_generations,client.list_policy_generations(),,,,,,,,0,,true,2026-04-17T12:24:20Z
aws,access-analyzer,aws.access-analyzer.list_tags_for_resource,read_list,No,aws.access-analyzer.list_tags_for_resource,aws.access-analyzer.list_tags_for_resource,2,1,aws.access-analyzer.list_tags_for_resource,client.list_tags_for_resource(),,,,,,,,0,,true,2026-04-17T12:24:20Z
